accolades,aging,alcohol,average_age_of_vines,cheese_pairing,country,density,description,dessert_pairing,fermentation_&_maceration,grape_varietal,harvest_method,legumes_pairing,meat_pairing,mouth_attribute,name,nose_attribute,others_pairing,pasta_pairing,price,producer,product_type,production_method,psata_pairing,region,seafood_pairing,sku,vintage,volume(ml),winemakers,acidity
,The ageing in vats lasts for 6 months before bottling.,14%,25-35 years,Strong cheese,FRANCE,,"Crimson robe with purple nuances. The nose is seductive with hints of cherries and spices. The palate is elegant, round with a spicy finish. Pair with roast and grilled meats and strong cheeses.   Vintage in image may vary. Refer to wine facts for current vintage.",,The vatting is during 3 or 4 weeks according to grape variety. Different grape varieties are blended.,"Cinsault, Grenache, Syrah",Hand Picked,,"It will pair nicely with cooked meats, game, grilled meat","Fresh, Juicy, Medium-bodied","GABRIEL MEFFRE ""Saint Vincent"" 2023 -  Grenache, Syrah - Côtes du Rhône, Rhône Valley - France","Fruity, Spices, Black Berries, Red Fruits",,,38.0,Gabriel Meffre Winery,Red Wine,,,Côtes du Rhone,,RH90,2023,750,Véronique Torcolacci,Medium Acidity
,10 Years,13%,50 years old,,FRANCE,"5,000 vine stcks by hectare","Dark crimson tinged with dark purple. Shy nose of black berry fruits with a floral touch and chalky accent. Elegant at point of entry, ushering in a harmonious, robust, nervy wine with a classic structure and pure, youthful flavours. Medium but to some extend full-bodied. It was very smooth, with ample tannins, straight forward intense dark plum-like flavour. An authentic Cahors.  Vintage in image may vary. Refer to wine facts for current vintage.",,"Healthy, well ripened grapes havested to ensure quality is maintained during hight temperaure maceration and long fermentation. Controlled extraction of all essential components ensures optimum maturation in oak barrels, 20 % of wich are new.","Malbec, Merlot",Hand and mecanic,,Pair with red meats like pork cooked in wine sauce.,"Medium-bodied, Rich","CHÂTEAU PINERAIE 2021- Malbec Merlot - Cahors, South West - France","Dark Fruit, Plum",,,38.0,SCEA Burc et Filles,Red Wine,,,Cahors,,SW28,2021,750,Anne And Emmanuelle Burc,Medium Acidity
,Yes 100%,12.5%,40 years,,FRANCE,"8,000","Intense garnet colour with ruby highlights. Red fruits nose with notes of wild strawberries. Bright, soft and persistent palate - very expressive and charming wine. Goes well with a grilled duck filet and a zucchini pie. Try it also on a strawberry pie slightly chilled!  Vintage in image may vary. Refer to wine facts for current vintage.",Fresh strawberry pie.,Traditionnal semi carbonic,Gamay,100% by hand,"Zucchini pie, baked or lightly roasted veggies.",Goes well with a grilled duck filet and cold cuts.,"Fruity, Soft Tannin",CAVES DE BEL AIR 2021- Beaujolais Villages - France,Red Berries,,,38.0,Vignerons de Bel-Air,,38 Hl/Ha,,Beaujolais Village,,BU77,2021,,Sebastien Robin,Medium Acidity
Halliday Wine Companion 90 Points,,14.2%,26 years,,AUSTRALIA,,"Dark red with purple hues. Rich enticing scents of strawberry, raspberry and dark chocolate. The palate is soft and supple offering delicious red fruit flavours with a hint of coffee and mocha. Supple and juicy tannins give a gentle grip and pure fruit drive. Drink now and over the next five years. Best enjoyed with charred ribs and smokey meats.",,"Fermented on skins for 7 days, combination of barrel and stainless steel maturation",Cabernet Sauvignon,Mechanic,BBQ vegetables & mushrooms.,"Charred ribs, smokey meats & your favourite pizza or pasta dish. Try with barbecued mushrooms and lamb cutlets.","Easy-drinking, Fruity, Medium-bodied, Soft Tannin","STELLA BELLA ""SKUTTLEBUTT"" 2022 -  Cabernet Sauvignon - Margaret River, Australia","Fruity, Red Berries, Plum, Vanilla, Red Fruits",,,39.0,Stella Bella Wines,Red Wine,,,Margaret River,,AU115,2022,,Luke Jolliffe,Medium Acidity
,12 months in Barrel (French and American 20% new),14.5%,30,,AUSTRALIA,3.2x2,Assertive fruit. Dark berries and ripe plum/dark couverture chocolate. Spills across the palate by means of a coating of fine plushed tannins. Lingering flavours leave you wanting more.  Vintage in image may vary. Refer to wine facts for current vintage.,,Static fermenter 7 days,,Machine,,Pair with beef and lamb,,"BRICKFIELDER ""GF Angas"" 2020 - Shiraz, Barossa Valley - Australia",,,,39.0,Pacific Vintners,Red Wine,3t/ha,,,,AU180,2020,750,Oliver Crawford,Medium Acidity
,11 months in French Oak,13%,25,,NEW ZEALAND,,This elegant Marlborough Pinot Noir exhibits aromas of black cherry with a touch of spice. The palate offers layers of sweet berry  fruits and a long finish.  Vintage in image may vary. Refer to wine facts for current vintage.,,Fermented in Stainless steel open top fermenters with natural yeast,,Hand,,"Pairs well with beef, poultry, game, veal",,JOHNSON ESTATE 2019 - Pinot Noir  - Marlborough - New Zealand,,,,39.0,Spy Valley Wines,Red Wine,,,,,NZ35,2019,750,Wendy Stuckey & Emily Gaspard-Clark,- Medium Acidity
,18 months in Barrel (French 10% new),14.5%,40,,AUSTRALIA,2.8x2.2,"Full bodied, yet lean and muscular. The palate springs to life with the aromatics transferring to the palate as expected. Firm silky tannins. This wine is a sprinter yet will live a long harmonious life if cellared well.  Vintage in image may vary. Refer to wine facts for current vintage.",,Static Fermenter 14 days,,Machine,,"Pair with beef, lamb and poultry",,"BRICKFIELDER ""Austin Brothers"" 2019 - Cabernet Sauvignon, Coonawarra - Australia",,,,39.0,Pacific Vintners,Red Wine,5t/ha,,,,AU181,2019,750,Oliver Crawford,Medium Acidity
,,14%,,,CHILE,,"Brick red with violet tones. On the nose, soft tones of eucalyptus stand out and the sensations of coffee and vanilla intensify, a meaty wine, the product of its prolonged aging in wood of French origin, the mouth is ripe plum, almost candied and red fruits like blackberries and blueberries. The tannins are firm, with low acidity and a longer finish.   Vintage in image may vary. Refer to wine facts for current vintage.",,,,,,"Pair with beef, lamb, poultry, game",,MOSQUETEROS GRAN RESERVA 2021 - Cabernet Sauvignon - Chile,,,,39.0,Mosqueteros Wines,Red Wine,,,,,CL66,2021,750,Sebastian San Martin,Medium Acidity
,,14%,,,CHILE,,"Ruby red, typical of a Carmenere. A minty nose, spices and an intensified black pepper product of the wood. The acidity is highly balanced, its tannins are omnipresent and the end is long and slow, one of the great Carmenere de Rapel, very close to Peumo.   Vintage in image may vary. Refer to wine facts for current vintage.",,,Carmenere,,Pair with pasta,"Pair with beef, poultry, lamb",,MOSQUETEROS GRAN RESERVA 2019 - Carmenere - Chile,,,,39.0,Mosqueteros Wines,Red Wine,,,,,CL65,2019,750,Sebastian San Martin,Medium Acidity
,"Large seasoned old vats for around 2-3 years on average, then filtered before bottling, ready to drink.",19%,>35 Years Old,Pairs wonderfully with cheese,PORTUGAL,2000/ha,"Excellent tawny colour gained through ageing in small oak barrels. The nose shows layers of mature fruit aromas, beautifully integrated with nuances of nuts and crystallized dried fruits. On the palate very smooth and mellow, with a well-balanced and long finish.",Pairs well with rich chocolate desserts,"Alcoholic fermentation stopped with the addition of a neutral grape spirit (77% abv), that raises the alcohol level to 19-20%, thus killing the yeasts. This allows for the natural residual sugar of the grapes to be kept in the wine, giving it its unique richness.",,100% by hand,,,"Fruity, Long Finish",SMITH WOODHOUSE FINE RUBY PORT - Douro - Portugal,"Floral, Red Fruits",,,39.9,Symington Family Estates Vinhos S.A.,,Integrated Production,,Douro,,PO21,NV,750,Charles Symington,Medium Acidity
,3 to 10 years,13%,32 years,Hard cheeses.,FRANCE,"5,000 to 6,000 vines/ha","Beautiful intense and lively colour with purple tints. Aromas of red fruits, delicately spiced. Beautiful structure in the mouth, rich and powerful, which will blend with time.",,Divided winemaking per parcels. fermentation during 3 to 5 weeks in stainless steel tanks for a soft extraction of the tannins,"Cabernet Sauvignon, Merlot",,,"Red meats, pasta dishes & cold cuts.",,"CHÂTEAU SAINTE MARIE ""Vieilles Vignes"" 2022 - Bordeaux Superieur - France",Fruity,,,40.0,Stephane Dupuch,Red Wine,"110,000 bottles",,Bordeaux,,BO44,2022,,Divided winemaking per parcels. Fermentation during 3 to 5 weeks in stainless steel tanks for a soft extraction of the tannins,High Acidity
,,11.5%,,,FRANCE,,"Intensive pink colour with silver tints, fines bulles in regular columns. The nose is elegant with flowers aromas (roses) sign of the soil's origin. A delicate fine bulle rosé full of harmony.",A good wine for dessert (charlotte with fruits) and strawberries,,Cabernet Franc,,,Perfect with a summer buffet,"Balanced, Fine Bubbles","CHÂTEAU DE MONTGUÉRET - Saumur Rosé Sec, Loire Valley - France","Floral, Red Fruits",,,40.0,Grands Chais de France (GCF),Champagne & Sparkling,,,Loire Valley,,CH03,NV,750ml,,Medium Acidity
James Suckling 90 Points,Stainless-steel vats,14%,260 meters above sea level,,ITALY,55 hl,"Ruby-red colour with slight violet hues. An intense, characteristic fruity bouquet, predominantly red fruits. Dry on the palate, tasty, harmonious and easy to drink. Food-friendly wine, pair wth soup, pastas, risotto and pizzas!  Vintage in image may vary. Refer to wine facts for current vintage.",,"Fermentation in stainless-steel, temperature-controlled vats at a temperature of 28-30 °C. The wine is drawn off after 7 days and the first decanting occurs 10 days afterwards.",Barbera,The completely ripe grapes were picked during the first ten days of October and placed in crates weighing about 18 Kg each.,,"It goes well with first dishes of soup, pasta and risotto, but it does not disdain being served also with tasty pizzas.","Balanced, Medium-bodied","LA GIRONDA ""La Lippa"" 2022 - Barbera d'Asti - Piedmont - Italy",Red Berries,,,40.0,La Gironda,Red Wine,,,Piedmont,,IT92,2022,,Susanna Galandrino,Medium Acidity
James Suckling 90 Points,Aged for ten months in french oak barrels,13%,20 years,Pair with cheese,CHILE,"4 000 vines/ha, trellised.","A hint of cloves and other spices is intermingled with the overall aromatic complexity. The wine is supported by a smooth, supple structure and fresh flavours, confirming that the Lolol valley provides exceptional conditions for this grape.",,Fermented in vat with regular pumping over. The 15% of the grapes that were left whole served to help drain the wine.,Cabernet Sauvignon,Hand-harvest,,"Pair with pork, filet, lamb.",Long Finish,"HUMO BLANCO ""Ediciòn Limitada"" 2020 - Cabernet Sauvignon - DO Lolol - Chile","Fruity, Herbal, Spices",,,40.0,Hacienda Araucano,Red Wine,45 hl/ha.,,Colchagua,,CL50,2020,750,François Lurton  Diego Vergara,Medium Acidity
,Steel tanks,13.5%,20 years,,USA,,"Silver Lining Pinot Noir shows aromas of dark cherry, pomegranate and hints of red licorice. The bright red fruit is balanced by notes of vanilla bean, mushroom, and toasty oak on palate, finishing with soft, plush tannins.",,Stainless steel fermentation; French & American oak aging,,Traditional,,"Delicious with roast duck, pepperoni pizza or barbecue.",,SILVER LINING 2020 - Pinot Noir  - California - USA,,,,40.0,O'Neill Vintners & Distillers,Red Wine,,,,,US23,2020,750,Steven DeCosta,Medium Acidity
"Mundus Vini Gold, Gilbert & Gaillard International Challenge Double Gold",,14.5%,10-20 years,Excellent with mature and savory hard cheeses.,ITALY,2500-4000 vine/Ha,"Deep red colour with characteristic notes of ripe dried fruits, such as plums and raisins. The short oak aging gives pleasant notes of chocolate and spices that make this wine harmonious, balanced, pleasant and mature.   Vintage in image may vary. Refer to wine facts for current vintage.",,Pressed and the fermented. The  skins are left in contact with the must for a long period to extract flavours and the characteristic red colour. Subsequently the wine is left  to complete the malolactic fermentation; this contributes to the peculliar complexity of this wine.,Negroamaro,Manual harvest,,Great wine for roasted meats and with game dishes such as wild boar and deer.,,CA'VITTORIA 2022 - Appassimento Puglia - Italy,,,,40.0,Botter SPA,Red Wine,10-15 tons/hectar of grapes,,Puglia,,IT198,2022,750,"Brian De Faveri, Simone Casazza",Medium Acidity
"James Suckling 91 Points, Decanter 90 Points",,14%,,,FRANCE,,"Intense garnet colour with ruby hints. Notes of scrubland, spices and red fruits. On the palate, smooth with fine fruity noted nuanced by a touch of vanilla. A well balanced wine with a long finish.",,,"Carignan, Grenache, Syrah",,,,,"CHÂTEAU CAPENDU ""La Comelle"" 2022 - Corbières - Languedoc, France",,,,40.0,,Red Wine,,,,,RH171,2022,750,,Medium Acidity
,3-5 months,11.5%,,,ITALY,"Max 13,500 kg/ha","Pale straw colour with gold bright reflections and fine perlage (bubbles). Typical floral bouquet with strong pear and golden apple fruity aroma. Refined, harmonious, lingering aroma and sapidity. Excellent as an aperitif but even better as an all-meal companion.",,5 months Charmat process,Glera,By hand,Vegetarian dishes.,"Appetizers, light pasta.","Elegant, Fine Bubbles, Fresh","VALDO ""Elevantum"" Valdobbiadene Prosecco Superiore Brut - Veneto - Italy","Floral, Fruity",,,40.0,Spumanti Valdo,Champagne & Sparkling,,,"Valdobbiadene, Treviso, Veneto","Appetizers, light pasta, fish and shellfish.",CH01,NV,750ml,MR. GIANFRANCO ZANON,High Acidity
,,13.5%,10-15 years,,ITALY,"4,000-5,000/ha","Bright saturated straw-yellow hue. Excellent impact on the nose with complex and well-blended wild flower and ripe fruit (apple and banana) bouquet. Strong personality, long, pleasantly fresh and lingering on the palate. Pair with tasty fish appetisers, vegetables, white meats.  Vintage in image may vary. Refer to wine facts for current vintage.",,Temp control in acciao senza maceraz,Pinot Grigio,Guyot,Vegetable first courses,White meat-based main dishes,"Crisp, Fresh",PRADIO PRIARA  2023 - Pinot Grigio - Friuli Grave - Italy,"Dark Fruit, Floral",,,40.0,Pradio Vineyards,White Wine,,,Friuli Grave,Tasty fish-based appetisers,IT102,2023,,Gianni Menotti,High Acidity
,12 months,12.5%,12 years,,ITALY,"5,500 vines/ha","Vivacious ruby red colour tending to garnet with ageing. Intense and characteristic bouquet, fruity with violet notes. Round and fruity taste balanced by ageing in traditional cask. Super ripe fruitiness and a soft easy-feel taste are the characteristics of our Chianti Superiore.",,Fermenation: Stainless Steel tanksMaceration: 4 days,"Canaiolo, Sangiovese",Special rolling presses are used to give a soft treatment to the grapes that are fermented following the traditional methods in temperature-controlled tanks.,,"Perfect companion to roasts, Pasta dishes with tomato sauce and Mediterranean salads. Serve at room temperature.","Balanced, Complex, Floral, Medium Length, Powerful","POGGIO AL CASONE 2021- Chianti Superiore DOCG, Tuscany - Italy","Floral, Oak, Red Berries, Spices",,,40.0,Castellani,Red Wine,,,Tuscany,,IT27,2021,,Sabino Russo,Medium Acidity
